AltAGL,E1 RPM,IAS,LatAc,NormAc,Pitch,Roll
1.0,748.1,0.0,0.0,-0.04,2.26,0.34
1.0,1324.0,0.0,0.0,-0.05,1.82,0.32
1.0,2168.2,0.0,-0.04,0.03,2.07,0.27
0.0,2342.0,22.8,-0.02,0.0,1.94,0.33
0.0,2369.4,23.84,-0.02,0.01,2.04,0.15
0.0,2379.9,24.0,0.01,-0.02,2.32,0.15
0.0,2382.7,27.25,-0.03,-0.01,2.47,-0.03
0.0,2379.7,31.45,0.04,0.0,2.32,-0.34
0.0,2383.7,33.7,0.1,-0.03,2.31,-0.57
0.0,2385.3,36.56,0.0,-0.02,2.69,-0.12
0.0,2392.3,41.77,-0.08,0.03,2.49,0.26
1.0,2396.2,43.92,0.04,-0.05,2.48,0.26
