AltAGL,E1 RPM,IAS,LatAc,NormAc,Pitch,Roll
0.0,966.6,0.0,-0.01,-0.01,1.98,0.77
0.0,962.9,0.0,-0.01,0.02,2.03,0.75
1.0,962.9,0.0,-0.01,-0.02,2.0,0.77
1.0,962.4,0.0,-0.01,0.0,2.01,0.79
2.0,962.8,0.0,-0.01,-0.01,1.99,0.76
3.0,963.8,0.0,-0.01,-0.01,2.0,0.77
3.0,964.1,0.0,-0.01,0.01,2.02,0.74
3.0,963.4,0.0,-0.01,-0.02,1.99,0.77
2.0,965.6,0.0,-0.01,-0.01,2.0,0.76
2.0,966.3,0.0,-0.01,0.02,2.01,0.75
1.0,968.7,0.0,-0.01,-0.01,1.98,0.77
0.0,968.1,0.0,-0.01,0.03,2.02,0.76
0.0,966.8,0.0,-0.01,0.0,1.98,0.75
0.0,965.0,0.0,-0.01,0.01,2.0,0.77
1.0,966.8,0.0,-0.02,0.01,1.98,0.76
1.0,966.0,0.0,-0.01,-0.01,1.99,0.77
2.0,964.4,0.0,-0.01,-0.01,1.97,0.77
2.0,968.1,0.0,-0.01,-0.01,1.97,0.79
2.0,964.5,0.0,-0.02,0.01,1.98,0.79
2.0,967.5,0.0,-0.02,0.0,1.99,0.78
1.0,973.8,0.0,-0.01,-0.01,1.93,0.8
0.0,976.0,0.0,-0.01,0.01,2.01,0.78
0.0,976.1,0.0,0.0,0.01,2.0,0.8
0.0,976.2,0.0,-0.01,0.02,1.98,0.79
0.0,975.1,0.0,-0.01,0.0,1.94,0.77
0.0,974.5,0.0,-0.01,-0.01,1.92,0.79
1.0,974.6,0.0,-0.02,0.0,1.96,0.8
1.0,971.6,0.0,-0.01,0.0,1.97,0.77
2.0,967.9,0.0,-0.01,0.02,1.99,0.74
2.0,961.1,0.0,-0.01,0.0,1.94,0.78
2.0,961.3,0.0,-0.01,0.01,1.91,0.75
2.0,961.0,0.0,-0.02,0.0,1.92,0.78
1.0,965.5,0.0,-0.01,0.01,1.94,0.77
1.0,972.6,0.0,-0.02,0.0,1.96,0.77
0.0,975.3,0.0,-0.01,0.0,1.98,0.76
0.0,973.2,0.0,-0.02,-0.01,1.96,0.79
0.0,977.5,0.0,-0.02,-0.03,1.93,0.78
0.0,975.3,0.0,-0.01,0.0,1.96,0.76
1.0,976.2,0.0,-0.01,-0.04,1.93,0.77
1.0,977.4,0.0,-0.02,0.0,1.98,0.79
2.0,974.2,0.0,-0.02,0.01,1.98,0.78
2.0,976.4,0.0,-0.01,-0.01,1.96,0.81
2.0,972.0,0.0,-0.01,-0.01,1.96,0.77
2.0,971.9,0.0,-0.01,0.0,1.98,0.77
1.0,972.7,0.0,-0.01,0.0,1.98,0.8
1.0,969.6,0.0,-0.01,0.0,1.97,0.78
1.0,967.4,0.0,-0.01,0.02,1.99,0.8
1.0,969.5,0.0,-0.01,-0.01,1.97,0.8
1.0,970.1,0.0,-0.01,0.03,1.98,0.77
1.0,971.1,0.0,-0.01,-0.01,1.97,0.79
2.0,977.4,0.0,-0.02,0.01,1.93,0.78
2.0,977.8,0.0,-0.01,-0.01,1.92,0.77
3.0,977.3,0.0,-0.01,0.01,1.94,0.79
3.0,979.9,0.0,-0.01,0.01,1.98,0.78
3.0,979.4,0.0,0.0,0.0,1.94,0.78
3.0,981.0,0.0,-0.01,-0.01,1.93,0.78
3.0,984.5,0.0,-0.02,0.01,1.97,0.79
2.0,981.4,0.0,-0.01,0.01,1.99,0.78
2.0,981.1,0.0,0.0,0.0,1.96,0.77
2.0,983.2,0.0,-0.01,-0.02,1.92,0.76
2.0,979.1,0.0,-0.02,0.02,1.93,0.79
2.0,976.0,0.0,-0.02,-0.02,1.97,0.78
4.0,976.0,0.0,-0.03,-0.01,1.91,0.76
4.0,977.9,0.0,-0.01,-0.02,1.89,0.77
4.0,976.3,0.0,0.0,0.01,1.92,0.77
4.0,976.3,0.0,-0.01,-0.02,1.91,0.75
5.0,973.9,0.0,-0.01,-0.01,1.92,0.76
5.0,976.9,0.0,-0.01,0.0,1.96,0.76
4.0,979.2,0.0,-0.01,0.0,1.96,0.75
3.0,980.0,0.0,-0.02,0.0,1.97,0.75
2.0,978.4,0.0,0.0,0.0,1.91,0.76
2.0,974.6,0.0,-0.01,0.01,1.93,0.73
2.0,975.0,0.0,-0.02,0.0,1.91,0.75
2.0,977.4,0.0,0.0,0.0,1.94,0.73
4.0,977.6,0.0,-0.01,0.02,1.94,0.73
4.0,976.0,0.0,0.0,0.0,1.92,0.75
5.0,974.2,0.0,-0.02,0.0,1.91,0.69
5.0,975.8,0.0,-0.01,0.01,1.91,0.77
5.0,973.8,0.0,0.0,0.01,1.9,0.74
5.0,972.2,0.0,-0.02,-0.01,1.91,0.73
3.0,971.7,0.0,-0.02,0.01,1.9,0.75
4.0,973.7,0.0,0.0,0.0,1.88,0.74
3.0,975.5,0.0,0.0,0.01,1.89,0.71
3.0,975.5,0.0,-0.01,-0.01,1.88,0.75
3.0,975.1,0.0,-0.01,0.0,1.87,0.75
3.0,976.7,0.0,-0.02,0.01,1.87,0.74
5.0,976.7,0.0,-0.01,-0.01,1.86,0.79
4.0,972.4,0.0,-0.01,-0.02,1.85,0.74
4.0,974.3,0.0,-0.01,0.02,1.87,0.71
5.0,974.6,0.0,-0.01,-0.02,1.85,0.73
4.0,977.1,0.0,-0.02,0.0,1.86,0.71
6.0,974.3,0.0,-0.02,0.0,1.87,0.76
4.0,973.7,0.0,-0.01,0.02,1.87,0.75
5.0,973.0,0.0,-0.01,0.0,1.85,0.71
4.0,975.1,0.0,-0.01,-0.02,1.87,0.77
4.0,975.8,0.0,-0.01,-0.02,1.87,0.75
4.0,976.7,0.0,-0.01,0.01,1.9,0.74
3.0,978.4,0.0,-0.01,0.02,1.9,0.76
5.0,975.3,0.0,-0.02,0.0,1.88,0.7
6.0,976.9,0.0,-0.02,-0.01,1.89,0.74
7.0,981.7,0.0,-0.01,0.0,1.86,0.76
7.0,977.6,0.0,-0.01,-0.02,1.89,0.73
4.0,976.3,0.0,-0.01,-0.01,1.89,0.71
6.0,977.9,0.0,-0.02,-0.01,1.87,0.75
5.0,977.0,0.0,-0.01,0.02,1.9,0.75
3.0,978.7,0.0,-0.02,0.01,1.89,0.75
3.0,980.1,0.0,-0.02,0.0,1.87,0.73
3.0,979.1,0.0,-0.01,0.04,1.88,0.78
2.0,976.8,0.0,-0.03,0.01,1.89,0.68
4.0,976.6,0.0,0.0,0.01,1.87,0.77
4.0,978.0,0.0,-0.01,-0.01,1.87,0.74
5.0,977.8,0.0,-0.02,0.0,1.86,0.71
5.0,972.2,0.0,-0.01,0.01,1.86,0.76
5.0,968.4,0.0,-0.01,0.01,1.86,0.74
5.0,969.0,0.0,-0.01,-0.02,1.87,0.69
4.0,967.8,0.0,-0.02,-0.01,1.85,0.73
4.0,968.5,0.0,-0.01,-0.01,1.83,0.74
3.0,968.3,0.0,-0.02,-0.01,1.89,0.75
